temp_mean,temp_std,temp_rate,vibration_rms,vibration_peak,vibration_kurtosis,label
22.599073,2.6154163,2.2488008,0.42532328,0.4842,3.5930495,1
9.543,1.2590051,3.0095997,0.4179984,0.48860002,5.0178895,1
55.632114,6.3222294,2.4423995,1.1158853,1.2872,3.8269494,2
3.87868,0.4743436,0.08440018,0.41342744,0.4664,3.4568589,0
3.8626733,0.45438072,-0.057199955,0.42770255,0.4822,4.5207906,0
3.8493066,0.4889851,0.30359992,0.4397181,0.5026,3.8181055,0
3.8236399,0.42558378,0.22279997,0.4136716,0.4858,4.621719,0
94.04686,10.646133,2.326004,1.1292433,1.2492,4.473614,2
15.028613,1.8064426,2.6627998,0.4269191,0.4758,4.3077526,1
40.184547,4.5657244,2.6648011,0.39471403,0.44820002,3.4357343,1
3.93828,0.47450453,-0.18240003,0.40439498,0.4578,3.907262,0
34.245167,3.9083185,2.8571975,0.4334191,0.498,4.06893,1
3.8258934,0.43061808,0.11439991,0.42437205,0.4844,3.5938506,0
26.400333,3.055976,2.4295998,1.1271257,1.2718,3.8534424,2
65.66655,7.433962,2.6376007,1.0747819,1.251,3.9959483,2
3.76512,0.41385773,-0.36799985,0.41396034,0.4564,4.1231833,0
103.20576,11.6766405,2.6628022,1.1022916,1.2452,3.7313695,2
3.8021,0.38519573,-0.33360004,0.42326567,0.4776,3.8082435,0
83.32104,9.422299,2.7151978,0.4205648,0.4852,4.6359496,1
33.443752,3.8081741,2.5352006,0.41687602,0.467,3.9829834,1
3.8873866,0.42406306,0.31800002,0.42477393,0.4844,4.2929316,0
18.039154,2.174,2.5112007,0.4121082,0.4678,3.9588192,1
3.7943733,0.42791414,-0.5367999,0.40919095,0.4626,3.8311257,0
95.625305,10.822163,2.4103973,0.42570674,0.476,4.5356684,1
15.665586,1.9056165,2.7484004,1.0962815,1.2608,4.0211415,2
3.9318533,0.48486626,0.0059999465,0.41626352,0.477,3.5062368,0
3.9177866,0.45582923,0.11599998,0.4207555,0.4658,4.764242,0
3.8736668,0.49347663,0.049999904,0.42307746,0.4772,4.463373,0
9.613,1.2308515,2.2096,1.0852848,1.2572,4.9443436,2
71.72958,8.15832,2.220398,0.41437003,0.4742,3.3649614,1
80.239075,9.05533,2.461203,0.4144191,0.458,4.5084314,1
3.8917933,0.46718657,0.41439992,0.4190985,0.4776,3.811044,0
19.619713,2.283151,2.5632005,1.0770772,1.2596,3.7233775,2
8.734233,1.1734709,3.0871997,0.43977126,0.52180004,3.2729828,1
3.7785134,0.4623307,0.79160005,0.42061606,0.48139998,3.7109609,0
3.8427067,0.4207504,-0.14039993,0.42912826,0.4844,3.9231608,0
98.52576,11.102262,2.6167998,1.0979521,1.2487999,3.4705806,2
90.91802,10.245865,2.2247987,0.42253432,0.4716,4.3037186,1
76.34402,8.642744,2.557202,0.42212445,0.4766,4.3395185,1
84.07922,9.540488,2.7376008,1.1401994,1.28,4.445269,2
36.45194,4.174897,2.6507995,0.41655904,0.48000002,3.4857373,1
7.9676533,1.1238301,2.1183999,1.156124,1.3498,3.8243914,2
3.8068867,0.4727697,0.3580001,0.40388137,0.451,4.2507305,0
3.8407266,0.44377494,0.10640001,0.40265304,0.46379998,3.722561,0
57.210953,6.4799495,2.504001,0.41892472,0.4682,4.7893395,1
68.672516,7.791502,2.4511993,1.1012522,1.3312,3.1412284,2
10.337147,1.2843874,2.2324002,1.0705061,1.1752,5.108322,2
3.8326066,0.45347962,-0.27319995,0.44438046,0.5144,4.034747,0
92.46902,10.479334,2.8695984,0.4302355,0.4968,3.6475246,1
31.040913,3.5613377,2.5040002,1.0641856,1.2092,3.86391,2
3.83994,0.4199591,-0.07160006,0.40827614,0.4634,4.31705,0
3.8841133,0.4135288,-0.06919994,0.40287578,0.45139998,4.166279,0
80.99452,9.149217,2.7624023,0.4097516,0.451,3.9640505,1
57.139545,6.4725056,2.7356002,1.1111014,1.2662,3.8940606,2
3.8929667,0.47609374,-0.43439978,0.41568726,0.456,4.3025537,0
71.78744,8.109337,2.4235992,1.1704258,1.304,4.2863245,2
39.444725,4.5059447,2.6072006,0.40605086,0.449,4.5390253,1
89.43442,10.126812,2.531198,0.41425592,0.46920002,4.1093616,1
87.08089,9.794165,2.9660003,1.1593404,1.3602,3.1940603,2
99.45825,11.218763,2.5899963,0.39940506,0.4806,5.1100554,1
14.144647,1.6969501,2.2652004,1.1463286,1.3376,4.395964,2
3.8762066,0.419336,-0.14319983,0.41481882,0.4822,3.50896,0
91.65613,10.320421,2.7776031,0.43208873,0.4968,4.0843573,1
3.9422934,0.46644536,0.79959995,0.4319463,0.47779998,4.6100245,0
3.8371933,0.42648134,-0.023999881,0.42094603,0.4832,3.604618,0
3.8691266,0.41054273,0.34679994,0.40285024,0.455,5.0346117,0
18.811386,2.2164602,2.2411995,0.41409418,0.4678,4.1956463,1
3.8692868,0.46456397,0.07479992,0.43264607,0.4858,4.506223,0
3.8486733,0.4155279,-0.49960002,0.40157378,0.46379998,4.321859,0
6.51666,0.8904943,2.0588002,0.4425402,0.4918,4.2349105,1
72.59628,8.206731,2.7444,1.1242942,1.2828,4.1079564,2
67.930145,7.6686654,2.4496002,1.149621,1.3312,3.359759,2
3.9099066,0.47194895,0.4536001,0.42533576,0.4988,3.772779,0
62.418694,7.0426702,2.6919951,0.4149972,0.4988,3.8644805,1
91.02488,10.316587,2.4276001,1.0955878,1.229,4.3699875,2
97.13602,11.021478,2.4596038,1.1052673,1.2732,3.5984282,2
27.972614,3.1813347,2.7552001,1.1069745,1.211,4.31472,2
3.7706933,0.46803033,0.11920013,0.44308993,0.4958,4.25114,0
3.9266667,0.45518664,0.036799908,0.4162248,0.4878,4.303031,0
18.848286,2.2393978,3.0335999,1.11462,1.2596,4.6384783,2
74.12961,8.37307,2.2472014,1.0795902,1.2418,4.2102966,2
92.47955,10.444141,2.4072022,1.1200125,1.2816,3.6163309,2
21.889046,2.5391605,2.5531998,0.41847232,0.4842,3.9625442,1
3.8812,0.4734618,0.19399996,0.4184271,0.4634,4.2868986,0
3.8754,0.4294583,-0.1316001,0.4224407,0.4832,3.8349233,0
104.78761,11.852401,2.9356017,0.4265198,0.487,3.5206451,1
3.82272,0.39522573,0.34000006,0.43367592,0.5026,3.5561967,0
35.721966,4.076335,2.0651994,0.41497293,0.4934,2.8690412,1
69.40168,7.8674307,2.7628052,1.1109631,1.3312,4.442351,2
90.247,10.208567,2.963202,1.1085414,1.229,4.364088,2
29.530386,3.3855908,2.8256004,0.41730335,0.4682,4.1130924,1
90.207664,10.200771,2.627603,0.41254768,0.4716,4.0150414,1
38.805367,4.4046283,2.6839995,1.1198742,1.3118,3.930535,2
12.584213,1.5234772,2.6784,0.42087504,0.4678,4.2219887,1
76.42773,8.624881,2.790399,1.1082729,1.2132,4.118932,2
37.187935,4.2927365,2.3283997,0.40641883,0.4806,3.1741214,1
3.8334868,0.42898127,-0.69840014,0.41437343,0.4558,4.4139433,0
51.077568,5.8048363,2.5628006,0.4129379,0.4652,4.233724,1
61.041107,6.9110255,3.0896041,1.1469643,1.2776,4.58704,2
105.613716,11.948944,2.2144012,0.43842518,0.4914,4.0414233,1
69.42947,7.903958,2.1936004,0.4239925,0.4752,4.3785567,1
93.24744,10.614671,2.509198,1.1339656,1.2816,4.054677,2
3.83936,0.41683558,0.4380002,0.40925804,0.4594,3.984413,0
7.9339533,1.0614078,2.3536,0.45216015,0.52180004,3.8925478,1
23.3267,2.735681,2.3967996,1.072185,1.2912,3.1676779,2
20.307632,2.3742237,2.6848006,0.41469103,0.4828,3.578033,1
75.55645,8.561604,3.0743988,0.40501967,0.4466,4.337996,1
53.33954,6.0500755,2.775598,0.4208484,0.466,4.133215,1
3.79892,0.43057626,-0.32440013,0.42983642,0.4958,3.9689798,0
3.88096,0.42822382,0.0263999,0.4460173,0.5326,3.6287293,0
27.958853,3.213833,2.2052002,0.40242714,0.462,3.9714434,1
79.48502,8.995464,2.4063995,1.1249725,1.3406,3.65634,2
3.81502,0.4630195,-0.011600113,0.43245584,0.4858,4.375353,0
21.079546,2.5062027,2.5516,1.077158,1.212,4.088124,2
89.41872,10.150885,2.9935975,1.1274289,1.2804,4.247554,2
16.532774,1.9272245,2.4488006,0.41541836,0.4644,4.1094484,1
3.8551667,0.43560544,-0.4616002,0.39762232,0.4622,4.666426,0
49.500053,5.6004033,2.9168,0.4119494,0.4782,3.6055517,1
3.8313334,0.42698553,0.13480005,0.42285898,0.473,4.143355,0
3.8713534,0.43060446,0.12320004,0.41280136,0.4878,4.693843,0
44.96102,5.091722,2.3663986,1.175711,1.3098,4.1665735,2
56.399662,6.3879714,2.3967986,1.0993592,1.23,4.58359,2
88.69026,10.029524,2.5559967,1.1587254,1.306,4.519767,2
61.68588,6.99202,2.2364013,0.41770172,0.4988,3.170906,1
48.71228,5.531767,2.671599,1.1559867,1.369,4.0601516,2
30.328867,3.4630508,2.8583992,0.42915198,0.4784,4.0720825,1
71.0322,8.087619,2.8191986,1.1409786,1.304,3.4497745,2
3.87526,0.4501187,0.21199998,0.43426192,0.5142,4.0524015,0
48.666775,5.5101237,2.6411986,0.42268568,0.4782,3.6689515,1
26.47246,3.042305,1.9367996,0.42403084,0.4736,4.6989574,1
14.223293,1.749732,2.3728004,0.42589808,0.4758,4.0558543,1
77.08224,8.712038,2.9020019,0.418322,0.4766,3.80552,1
3.8197668,0.44667083,0.13920002,0.4167515,0.4816,3.854964,0
3.8267667,0.4632882,-0.5631999,0.408607,0.4564,4.379387,0
3.8071532,0.44378456,-0.2407999,0.41631302,0.4824,3.886522,0
3.8549867,0.41393816,-0.29160014,0.4213058,0.4624,4.954214,0
11.138307,1.4000483,2.6539998,0.41864568,0.4804,3.8308866,1
32.626175,3.7824595,2.5108001,1.1384227,1.3014,3.6498878,2
3.9006934,0.44385186,-0.028399944,0.44372484,0.5182,3.9627717,0
78.69896,8.898876,2.8904023,0.415926,0.4628,4.2595425,1
3.9499533,0.50921345,-0.19039993,0.4039159,0.4424,4.457458,0
3.8682532,0.43809617,-0.49760008,0.41882125,0.461,4.5936146,0
3.8970401,0.5055747,-0.004400158,0.41299033,0.4594,4.629757,0
11.82558,1.4441739,1.9896004,0.42051113,0.4804,3.5834765,1
3.8205266,0.48154178,0.065200046,0.4150108,0.4824,3.580267,0
51.823612,5.847915,2.6623993,1.1041988,1.245,3.920939,2
40.922367,4.6434593,2.7763991,0.40550503,0.47280002,3.3450425,1
3.9524333,0.48491016,0.3804,0.40393224,0.4424,4.423498,0
40.29184,4.602655,2.781601,1.1251197,1.2775999,3.3465703,2
21.801167,2.5476274,2.3863997,1.0784011,1.212,4.1528773,2
70.11861,7.891562,2.8731995,0.4102263,0.4618,4.1071486,1
43.38702,4.9589534,2.6987991,1.1133729,1.3098,4.238792,2
51.795006,5.9022427,2.3495986,0.4288832,0.46960002,4.1132426,1
3.7530866,0.43750623,0.040400125,0.42710832,0.4762,4.34656,0
13.384053,1.6531782,3.032,0.42639294,0.4758,4.113815,1
24.79504,2.8343382,2.460801,1.0916095,1.2818,3.236774,2
3.85604,0.4642866,0.07360001,0.40815207,0.4772,4.208554,0
57.952892,6.5554295,2.8095994,1.1399529,1.2662,3.9621696,2
68.70078,7.802716,2.2968018,0.4314755,0.4772,4.3219056,1
58.72532,6.664362,2.545999,1.1176436,1.24,4.2372556,2
56.450466,6.405934,2.973999,0.42643216,0.4802,4.0629716,1
37.287594,4.255062,3.5807998,1.1451346,1.265,4.83424,2
50.34098,5.7035666,2.701201,1.1010175,1.234,3.990566,2
41.73593,4.78524,2.6180007,0.41861948,0.47840002,3.3978317,1
84.79969,9.59073,2.6507995,0.40615347,0.4594,4.1821575,1
17.282774,2.0881073,2.6732001,1.1021292,1.2908,3.9122548,2
45.66998,5.2256684,2.1940017,1.1563735,1.3424,4.4744697,2
16.5438,1.9885633,2.8028004,1.0738894,1.1816,4.4577656,2
3.7746801,0.44875315,-0.2856,0.43578675,0.4808,4.209922,0
3.8601866,0.4895706,0.10999985,0.42296553,0.4776,4.017397,0
3.7716467,0.44659394,-0.29440004,0.41308147,0.4766,3.2706769,0
7.173227,1.0107564,2.2484002,1.1216878,1.2714,4.343391,2
43.250786,4.8765407,2.456801,0.42171845,0.4878,3.4285293,1
72.4949,8.157847,2.4695983,0.42665046,0.4742,4.552008,1
3.8546667,0.48802474,0.11279993,0.43719414,0.5326,3.476429,0
38.717846,4.3932295,2.5320008,0.40254545,0.449,4.510811,1
49.516308,5.6585875,2.8744004,1.1030184,1.2134,4.4918084,2
101.816086,11.484344,2.6900024,0.43073323,0.4734,4.190173,1
3.9100266,0.5014106,-0.0015999794,0.4158863,0.456,4.332942,0
83.32949,9.416636,2.6395996,1.0882063,1.2384,4.1846943,2
12.57388,1.5561157,2.8755996,1.1416824,1.3376,4.89884,2
95.584656,10.782541,2.777597,1.1313813,1.2788,3.907142,2
30.359646,3.4364417,2.7120004,1.0568721,1.2068,4.4931326,2
78.77228,8.893817,2.338797,1.0724483,1.2006,4.0761375,2
27.17794,3.1087625,2.8379998,0.41372624,0.4736,3.7249875,1
42.560772,4.889552,2.4528015,1.0505128,1.2042,4.2175736,2
5.7097135,0.9786768,3.0496001,0.43415186,0.4918,4.3763967,1
19.497787,2.3073773,2.5624,0.41234645,0.466,4.8141484,1
54.143948,6.135475,2.7608001,0.41995835,0.463,4.512136,1
52.54389,5.965564,2.673999,0.42540267,0.46960002,4.127398,1
101.664375,11.439872,2.3679993,1.0388355,1.1984,3.4650984,2
3.8336267,0.4771116,0.42559996,0.4037762,0.451,4.1466846,0
57.890186,6.547869,2.0128007,0.41035527,0.4682,4.955195,1
3.7936068,0.42557204,-0.18599987,0.4347609,0.5038,3.201907,0
85.58032,9.677128,2.3492005,1.1335142,1.3088,3.8006544,2
84.0291,9.53351,2.9079986,0.4081055,0.4594,3.9125614,1
3.8692133,0.4319256,-0.16239986,0.42709836,0.4838,4.2514553,0
3.79862,0.4259079,0.1644003,0.41037855,0.4558,4.094935,0
34.928432,3.9914098,2.9252014,1.0966547,1.2778,3.37642,2
73.3193,8.297291,2.3439972,0.41284877,0.4664,4.2783113,1
86.26328,9.745712,2.2440002,1.0990702,1.2488,4.7116804,2
4.8906336,0.85202056,2.7724001,1.0836941,1.247,4.051224,2
41.76351,4.7022223,3.0748,1.0417325,1.1856,4.577623,2
97.83165,11.040818,2.3048005,1.126032,1.2732,4.1098566,2
3.7303467,0.4388229,-0.051200103,0.4393757,0.4846,4.238491,0
3.9094267,0.45024058,-0.11960001,0.41185668,0.4618,4.2612963,0
47.17478,5.362677,2.2964005,1.1176832,1.369,3.115897,2
3.8385732,0.42212495,-0.37800017,0.43392536,0.4844,4.752569,0
3.8242934,0.4447383,0.16680011,0.4125736,0.4858,3.417272,0
53.31238,6.055363,2.3603988,1.1307448,1.2694,3.7701879,2
3.7943733,0.4694089,-0.1828002,0.40962347,0.4644,3.8340244,0
93.2563,10.559964,2.7380004,0.41590226,0.4802,4.5900993,1
27.205406,3.1340137,2.5203996,1.1290362,1.2718,4.5051904,2
3.90652,0.49169806,-0.079200074,0.43326142,0.496,3.7480526,0
88.624435,10.031256,2.650003,0.42425618,0.4844,3.928587,1
42.50098,4.8330526,2.3956025,0.41814864,0.47840002,3.6451135,1
22.554893,2.6448598,2.15,1.1116202,1.2912,4.0375156,2
3.84052,0.52836883,-0.17639999,0.41211805,0.463,4.280924,0
82.53876,9.361429,2.8876007,1.0372885,1.1536,4.5316353,2
3.7914467,0.47960308,0.30079994,0.41985214,0.5046,4.56891,0
3.88818,0.4481042,-0.1856,0.3928908,0.444,3.882769,0
87.08663,9.814833,2.6040008,0.43015182,0.4806,4.4845066,1
43.963913,5.0069966,2.6292007,0.43301085,0.4878,4.1420455,1
23.3806,2.7201626,2.5215995,0.4231401,0.4842,4.1753078,1
3.7786133,0.42142147,0.14560013,0.42128766,0.4766,3.6411123,0
3.8467267,0.44528165,-0.21320009,0.41708714,0.4946,4.660904,0
3.8672333,0.44776183,0.02839985,0.433392,0.4844,4.258682,0
31.864874,3.6616156,2.399601,0.41186023,0.4784,3.7459192,1
10.382274,1.3570075,2.5896,0.4069408,0.455,4.491226,1
75.6431,8.582008,2.397998,1.1242882,1.2418,4.3143563,2
70.20571,7.909804,2.7579987,1.0978707,1.2858,4.6259737,2
70.907005,8.044417,2.7992034,0.4120663,0.4742,3.822901,1
3.88086,0.43143693,0.024400044,0.40975875,0.4602,4.340424,0
3.8266,0.47058114,-0.20480013,0.41600996,0.4556,4.488496,0
85.5194,9.654458,2.6788025,0.42142949,0.4926,3.6530583,1
28.816454,3.3378909,2.6223998,1.1005105,1.2042,4.416879,2
33.386612,3.8171237,2.1979995,1.1321356,1.3014,3.9886262,2
37.975155,4.297871,2.653598,0.41264054,0.4806,4.49201,1
3.9116733,0.43638754,-0.16639996,0.42521426,0.4682,4.796708,0
38.0416,4.372002,2.2708008,1.1460615,1.3118,3.7774544,2
59.446125,6.733864,2.8164,0.39066508,0.4592,3.7490773,1
96.33288,10.892392,2.230002,0.4302117,0.49379998,3.688787,1
54.0579,6.129666,2.5876007,1.1603128,1.3074,4.584527,2
3.7799666,0.45672998,-0.0644,0.4138065,0.471,4.286297,0
97.83119,11.060634,2.4328003,0.44001636,0.504,4.2370725,1
96.38121,10.909619,2.5544007,1.1344751,1.2788,4.6920767,2
3.80228,0.41663077,0.0048000338,0.429824,0.48979998,3.689466,0
74.84596,8.418173,2.744397,0.40308207,0.4466,4.372886,1
61.838554,6.976729,2.7584,1.096614,1.2334,3.6014225,2
64.92507,7.32063,2.6987977,0.43122837,0.5062,3.6929865,1
32.6534,3.760508,3.0740006,0.4030635,0.4562,4.552111,1
3.83934,0.49837625,-0.22399998,0.44417343,0.5182,3.486674,0
66.31468,7.5235195,2.6592011,0.425651,0.4852,3.9462276,1
3.8060467,0.43072715,-0.1184001,0.44992927,0.504,4.472525,0
3.8516333,0.42194632,-0.25040007,0.42006487,0.4746,4.35588,0
3.8827133,0.44780594,0.3832,0.41959885,0.468,4.0601735,0
106.373924,12.038914,2.4528046,0.44550297,0.5252,4.0060124,1
54.94484,6.2347417,2.8844008,0.41925117,0.463,4.253041,1
73.30486,8.294284,2.756003,1.0809494,1.2531999,4.0596476,2
3.8671734,0.46281537,0.14040013,0.42426294,0.4836,3.9844146,0
87.85989,9.945253,2.846002,1.1824883,1.3602,4.287313,2
77.82635,8.807062,2.5835998,0.41739714,0.4766,4.579392,1
101.00202,11.433034,2.6556,0.41904613,0.4734,3.6142292,1
20.371887,2.408497,2.7807999,1.0691423,1.1998,4.11259,2
25.78358,2.9685528,2.2136002,0.42749426,0.4718,4.4128633,1
60.266388,6.8437552,2.8164,1.1329172,1.2776,3.8842468,2
7.21016,0.99004227,2.7456,0.44940737,0.4944,4.3511834,1
3.86522,0.4498489,0.23360005,0.44137415,0.504,4.0026646,0
4.944353,0.8784533,2.1655998,0.4215467,0.4628,4.591424,1
3.7821267,0.40773693,-0.039999865,0.436932,0.48,4.4041643,0
3.8976333,0.4580902,-0.061199762,0.42584017,0.4858,3.9413693,0
3.8316534,0.44044918,-0.20680007,0.43067092,0.5144,2.939055,0
29.548166,3.4129333,2.9863992,1.090721,1.2068,4.343646,2
3.8643134,0.4697946,0.012399959,0.40518346,0.4602,3.6892412,0
21.0807,2.4826303,2.7079995,0.41534176,0.4828,3.8216143,1
3.8511934,0.5114199,0.19000015,0.42671117,0.4682,4.76264,0
81.79022,9.225163,2.231198,1.0734121,1.2512,4.11184,2
47.927032,5.448424,1.9832001,1.1386968,1.369,2.9814172,2
67.02139,7.5727797,2.7851958,0.4269597,0.4864,3.7876134,1
13.34466,1.6536943,3.1880002,1.131141,1.3376,2.997986,2
64.8374,7.3585,2.6436005,1.0812677,1.251,3.2862432,2
82.57874,9.291207,2.257199,0.42390522,0.4852,3.6290164,1
60.302013,6.821102,2.9196,0.37899357,0.4258,4.3445606,1
64.154945,7.2602115,2.6432006,0.42880034,0.5062,3.6144404,1
25.593134,2.9984703,3.0908005,1.1429638,1.2818,4.4835668,2
80.25166,9.060355,2.7155976,1.1631116,1.3406,3.877999,2
94.07383,10.615188,2.8519988,0.4169558,0.4758,4.502779,1
100.15064,11.348574,2.862802,1.0843294,1.2636,3.456207,2
80.976555,9.17076,2.3731995,1.1389322,1.3406,4.7652144,2
31.857513,3.6489155,2.4140007,1.1113726,1.2672,4.2887216,2
5.665807,0.93137676,3.0216,1.0587398,1.1986,4.842326,2
55.70116,6.323536,2.5528,0.42606997,0.4802,4.2786465,1
25.03288,2.9085274,2.7904007,0.43557203,0.4982,3.889008,1
3.8893065,0.45531997,0.07680015,0.41236508,0.474,4.3102603,0
67.89621,7.651961,3.2844024,0.4300802,0.4864,3.78763,1
47.181698,5.404719,2.7059982,0.41883665,0.4726,3.5712376,1
36.506786,4.1581593,2.6440003,1.0833573,1.265,3.279041,2
100.2489,11.326711,1.9571991,0.4027901,0.4654,4.6179166,1
3.80898,0.44460636,0.5375999,0.43273968,0.4804,3.8033922,0
3.80914,0.45038792,0.02519989,0.40697703,0.4548,3.7324271,0
3.8043332,0.39730373,-0.19680014,0.40989152,0.4558,4.0233836,0
3.8841534,0.47241405,-0.08319998,0.4104501,0.4676,4.4151936,0
3.8979466,0.46837294,-0.7195999,0.40983826,0.4878,3.2380872,0
58.61668,6.6442304,2.3695998,0.40127409,0.4592,3.7624633,1
3.8528733,0.50195336,0.06279983,0.42651933,0.4976,3.288304,0
103.27959,11.676312,2.4548004,0.40681228,0.4494,4.248616,1
3.88132,0.4333866,-0.33360013,0.4038194,0.4554,4.1402307,0
59.495308,6.7466516,2.6039994,1.1195877,1.2776,4.786591,2
3.848,0.45768142,0.07320013,0.41338757,0.4548,4.3737698,0
64.115265,7.2635045,2.4284027,1.138677,1.2604,4.671391,2
103.968414,11.756982,2.7823975,0.41192484,0.467,3.9398232,1
86.34582,9.79315,2.5991974,0.43335015,0.4926,3.9497817,1
3.8104932,0.42550316,-0.010000134,0.415821,0.4616,4.8509088,0
40.991608,4.651466,2.4999986,1.0993032,1.2775999,3.087019,2
3.8223267,0.4399689,0.46640024,0.44723704,0.5142,3.4956284,0
8.792127,1.219265,2.8660002,1.1306096,1.3498,2.8033686,2
28.737566,3.2913911,2.9584,0.3991077,0.45,4.326294,1
51.063625,5.824685,2.4224,1.1076881,1.245,4.1097975,2
102.42806,11.577561,2.8051941,1.0765338,1.2204,4.0001464,2
3.92902,0.4758173,0.4419999,0.44207355,0.496,4.0643716,0
34.158833,3.8982852,2.6303985,1.1237197,1.2778,4.636588,2
94.81031,10.723331,2.5168,1.1309196,1.2572,4.496214,2
44.143467,4.985677,2.6440003,1.1644666,1.3098,3.7212925,2
87.85932,9.868728,3.090802,0.4263189,0.4844,4.1946087,1
3.85536,0.41531232,0.28599977,0.40941948,0.4664,4.4791284,0
78.066475,8.856969,2.7388,1.0748209,1.2006,4.2026033,2
3.90784,0.44131178,0.16280003,0.40753365,0.4556,3.6641133,0
35.00524,4.01839,2.8567994,0.4416335,0.498,4.2100616,1
46.35903,5.2700477,3.1892,0.42312667,0.4774,4.5877714,1
105.55461,11.938878,2.7036011,1.1047662,1.2414,3.5048559,2
44.72296,5.0957747,3.1455994,0.4359231,0.4894,3.9907625,1
31.05788,3.5445201,2.1867995,0.42617223,0.4784,4.170721,1
3.8314066,0.41081044,-0.02680006,0.42284295,0.46920002,4.110959,0
3.88218,0.44517562,-0.1591998,0.4114654,0.4746,3.3469675,0
63.36338,7.222036,2.757602,1.111828,1.2678,4.094135,2
81.776955,9.28641,3.001599,0.4210182,0.4842,4.5552397,1
94.80393,10.738272,2.6888,0.42793468,0.476,3.8794615,1
3.93628,0.46401688,0.23399992,0.3960381,0.451,4.5846977,0
39.505375,4.5224457,2.4632003,1.1052446,1.2702,4.630581,2
24.18986,2.8198156,2.3691993,0.4262022,0.4982,3.5960896,1
11.070507,1.3877877,2.3312001,1.110749,1.325,4.2436543,2
47.949673,5.440399,2.5364013,0.42934754,0.476,3.9515393,1
24.05374,2.7472193,2.5912004,1.0903839,1.2818,3.7046745,2
62.630215,7.1332016,3.0060012,1.1078917,1.2678,4.283349,2
98.65348,11.204153,2.3375976,0.4198647,0.504,2.7587063,1
35.743935,4.086854,2.7144012,1.079479,1.2778,3.8925035,2
15.798766,1.8790473,2.9348,0.4163937,0.47,3.8284574,1
3.8702533,0.44892666,0.32959995,0.4299798,0.4808,4.230987,0
17.316353,2.042119,2.2980003,0.4088071,0.452,4.3720675,1
74.85512,8.50975,2.7436004,1.112375,1.2418,3.7607725,2
3.8266401,0.43364704,0.24680014,0.44314724,0.5024,5.027003,0
84.81399,9.602903,2.6836,1.1542515,1.3088,3.9125054,2
3.8292668,0.42606428,-0.021199798,0.43575856,0.5094,4.2632685,0
52.531155,5.958501,2.263202,1.1037389,1.2444,3.8552496,2
65.61683,7.436418,2.6452026,0.42495286,0.4852,4.488624,1
3.78828,0.40689322,0.43120003,0.4188487,0.4774,4.406293,0
