temp_mean,temp_std,temp_rate,vibration_rms,vibration_peak,vibration_kurtosis
40.922367,4.6434593,2.7763991,0.40550503,0.47280002,3.3450425
41.73593,4.78524,2.6180007,0.41861948,0.47840002,3.3978317
42.50098,4.8330526,2.3956025,0.41814864,0.47840002,3.6451135
43.250786,4.8765407,2.456801,0.42171845,0.4878,3.4285293
43.963913,5.0069966,2.6292007,0.43301085,0.4878,4.1420455
44.72296,5.0957747,3.1455994,0.4359231,0.4894,3.9907625
45.505768,5.1911645,2.5383987,0.4255668,0.4894,3.193444
46.35903,5.2700477,3.1892,0.42312667,0.4774,4.5877714
47.181698,5.404719,2.7059982,0.41883665,0.4726,3.5712376
47.949673,5.440399,2.5364013,0.42934754,0.476,3.9515393
48.666775,5.5101237,2.6411986,0.42268568,0.4782,3.6689515
49.500053,5.6004033,2.9168,0.4119494,0.4782,3.6055517
50.28063,5.717371,2.7839997,0.400371,0.4568,4.3344135
51.077568,5.8048363,2.5628006,0.4129379,0.4652,4.233724
51.795006,5.9022427,2.3495986,0.4288832,0.46960002,4.1132426
52.54389,5.965564,2.673999,0.42540267,0.46960002,4.127398
53.33954,6.0500755,2.775598,0.4208484,0.466,4.133215
54.143948,6.135475,2.7608001,0.41995835,0.463,4.512136
54.94484,6.2347417,2.8844008,0.41925117,0.463,4.253041
55.70116,6.323536,2.5528,0.42606997,0.4802,4.2786465
56.450466,6.405934,2.973999,0.42643216,0.4802,4.0629716
57.210953,6.4799495,2.504001,0.41892472,0.4682,4.7893395
57.890186,6.547869,2.0128007,0.41035527,0.4682,4.955195
58.61668,6.6442304,2.3695998,0.40127409,0.4592,3.7624633
59.446125,6.733864,2.8164,0.39066508,0.4592,3.7490773
60.302013,6.821102,2.9196,0.37899357,0.4258,4.3445606
61.03206,6.9098325,1.9936005,0.40777966,0.4988,3.043622
61.68588,6.99202,2.2364013,0.41770172,0.4988,3.170906
62.418694,7.0426702,2.6919951,0.4149972,0.4988,3.8644805
63.291573,7.167405,2.992801,0.40204513,0.448,4.7304363
64.154945,7.2602115,2.6432006,0.42880034,0.5062,3.6144404
64.92507,7.32063,2.6987977,0.43122837,0.5062,3.6929865
65.61683,7.436418,2.6452026,0.42495286,0.4852,4.488624
66.31468,7.5235195,2.6592011,0.425651,0.4852,3.9462276
67.02139,7.5727797,2.7851958,0.4269597,0.4864,3.7876134
67.89621,7.651961,3.2844024,0.4300802,0.4864,3.78763
68.70078,7.802716,2.2968018,0.4314755,0.4772,4.3219056
69.42947,7.903958,2.1936004,0.4239925,0.4752,4.3785567
70.11861,7.891562,2.8731995,0.4102263,0.4618,4.1071486
70.907005,8.044417,2.7992034,0.4120663,0.4742,3.822901
71.72958,8.15832,2.220398,0.41437003,0.4742,3.3649614
72.4949,8.157847,2.4695983,0.42665046,0.4742,4.552008
73.3193,8.297291,2.3439972,0.41284877,0.4664,4.2783113
74.0622,8.411076,2.7023988,0.40585867,0.4664,4.4841127
74.84596,8.418173,2.744397,0.40308207,0.4466,4.372886
75.55645,8.561604,3.0743988,0.40501967,0.4466,4.337996
76.34402,8.642744,2.557202,0.42212445,0.4766,4.3395185
77.08224,8.712038,2.9020019,0.418322,0.4766,3.80552
77.82635,8.807062,2.5835998,0.41739714,0.4766,4.579392
78.69896,8.898876,2.8904023,0.415926,0.4628,4.2595425
79.47412,9.037399,2.6563995,0.42160138,0.4628,4.4956894
80.239075,9.05533,2.461203,0.4144191,0.458,4.5084314
80.99452,9.149217,2.7624023,0.4097516,0.451,3.9640505
81.776955,9.28641,3.001599,0.4210182,0.4842,4.5552397
82.57874,9.291207,2.257199,0.42390522,0.4852,3.6290164
83.32104,9.422299,2.7151978,0.4205648,0.4852,4.6359496
84.0291,9.53351,2.9079986,0.4081055,0.4594,3.9125614
84.79969,9.59073,2.6507995,0.40615347,0.4594,4.1821575
85.5194,9.654458,2.6788025,0.42142949,0.4926,3.6530583
86.34582,9.79315,2.5991974,0.43335015,0.4926,3.9497817
87.08663,9.814833,2.6040008,0.43015182,0.4806,4.4845066
87.85932,9.868728,3.090802,0.4263189,0.4844,4.1946087
88.624435,10.031256,2.650003,0.42425618,0.4844,3.928587
89.43442,10.126812,2.531198,0.41425592,0.46920002,4.1093616
90.207664,10.200771,2.627603,0.41254768,0.4716,4.0150414
90.91802,10.245865,2.2247987,0.42253432,0.4716,4.3037186
91.65613,10.320421,2.7776031,0.43208873,0.4968,4.0843573
92.46902,10.479334,2.8695984,0.4302355,0.4968,3.6475246
93.2563,10.559964,2.7380004,0.41590226,0.4802,4.5900993
94.07383,10.615188,2.8519988,0.4169558,0.4758,4.502779
94.80393,10.738272,2.6888,0.42793468,0.476,3.8794615
95.625305,10.822163,2.4103973,0.42570674,0.476,4.5356684
96.33288,10.892392,2.230002,0.4302117,0.49379998,3.688787
97.05944,10.946298,2.340802,0.43405703,0.49379998,4.039176
97.83119,11.060634,2.4328003,0.44001636,0.504,4.2370725
98.65348,11.204153,2.3375976,0.4198647,0.504,2.7587063
99.45825,11.218763,2.5899963,0.39940506,0.4806,5.1100554
100.2489,11.326711,1.9571991,0.4027901,0.4654,4.6179166
101.00202,11.433034,2.6556,0.41904613,0.4734,3.6142292
101.816086,11.484344,2.6900024,0.43073323,0.4734,4.190173
102.5366,11.585592,2.303601,0.4226406,0.4724,4.264422
103.27959,11.676312,2.4548004,0.40681228,0.4494,4.248616
103.968414,11.756982,2.7823975,0.41192484,0.467,3.9398232
104.78761,11.852401,2.9356017,0.4265198,0.487,3.5206451
105.613716,11.948944,2.2144012,0.43842518,0.4914,4.0414233
106.373924,12.038914,2.4528046,0.44550297,0.5252,4.0060124
