temp_mean,temp_std,temp_rate,vibration_rms,vibration_peak,vibration_kurtosis,label
74.77203,8.457297,2.7544007,0.4096708,0.46,3.7574546,1
3.7531333,0.44856128,-0.53239995,0.41683933,0.4648,4.524568,0
3.8740332,0.4466968,0.06880007,0.42087927,0.4582,4.514001,0
101.731926,11.511299,2.490799,1.1040683,1.266,3.4154248,2
70.970085,8.012319,2.6623993,0.4241783,0.4882,3.5916405,1
3.7980533,0.4296576,0.16879979,0.43341625,0.49359998,3.8079722,0
83.99619,9.475591,2.1955993,0.4102021,0.4612,5.090545,1
23.440514,2.767944,2.4479995,0.3985173,0.4566,3.8200486,1
34.91908,3.9982545,2.0823975,0.40305278,0.4678,3.4092953,1
71.78976,8.171742,3.2328002,0.4280926,0.475,4.6927147,1
3.78784,0.43106735,-0.3331999,0.4279869,0.4798,4.0538087,0
3.8601,0.4817202,-0.23880014,0.42266086,0.4748,4.3920193,0
61.055187,6.923635,2.8903992,0.4237639,0.477,3.759239,1
16.48854,1.9377099,2.5627995,1.0539972,1.1788,3.7907164,2
3.7899334,0.4224938,-0.41439992,0.4387596,0.5086,3.9686406,0
3.9373133,0.4733484,-0.1328001,0.4208423,0.4696,4.275936,0
72.59986,8.198479,2.749997,0.4230599,0.469,4.0817695,1
3.80672,0.41764838,0.12560005,0.4356034,0.4998,4.1117663,0
6.50858,0.9736221,2.7524,1.1039587,1.2388,3.4439957,2
13.3349,1.5915715,2.2160003,0.42255577,0.4736,4.1126714,1
3.8461466,0.39758196,-0.15679999,0.40432757,0.4634,4.042313,0
3.7907932,0.43385425,-0.32439995,0.432712,0.489,4.0829124,0
64.17187,7.2833867,2.270804,0.42324468,0.4876,3.9570045,1
59.471752,6.7504215,2.7212021,0.40298513,0.45139998,4.348725,1
9.527654,1.255077,2.7443995,0.43695194,0.49,3.9593592,1
57.1428,6.4651194,2.6007996,0.43196148,0.4776,4.4233747,1
57.057602,6.4643183,2.9603972,1.1119199,1.2804,4.218198,2
51.03958,5.727621,2.8152008,0.42214194,0.48139998,3.1871889,1
3.7844133,0.4459162,-0.23320007,0.40033746,0.449,4.5353312,0
21.771687,2.5615404,2.9659996,1.0470781,1.1934,3.987425,2
3.9704933,0.5167054,-0.31600016,0.42134166,0.4696,4.0503454,0
86.426155,9.773502,3.0752015,1.1232951,1.3172001,3.9635353,2
54.900208,6.240933,2.3016007,0.41189346,0.4644,4.372469,1
3.84312,0.4688283,-0.079200074,0.41927296,0.47959998,3.582694,0
3.8482199,0.43602118,0.22960004,0.4312065,0.4866,4.2341366,0
3.81154,0.43342116,0.15,0.44791752,0.54,3.5632718,0
3.8254867,0.44695,0.5256001,0.42422953,0.4858,3.8044631,0
11.02574,1.3608352,2.8427997,0.4116141,0.4578,5.006387,1
3.8018932,0.4541567,-0.12440004,0.42166856,0.4748,3.9334135,0
39.581554,4.547403,2.9160018,0.42947742,0.485,3.7765741,1
3.8678067,0.45499617,-0.28440008,0.43570495,0.48180002,4.746792,0
74.06933,8.366965,2.5972016,1.1596246,1.2824,4.4344735,2
71.021545,8.028228,2.7747986,1.1360296,1.2662,4.1935253,2
3.83744,0.48594695,0.33640003,0.43543205,0.4998,3.8779318,0
35.65956,4.016328,3.1904006,0.40692312,0.484,3.5792615,1
74.05267,8.394364,2.7996001,0.42546597,0.475,4.333613,1
61.12014,6.888753,2.5828018,1.121649,1.3074,4.1066756,2
3.94476,0.45146498,-0.010000038,0.43196887,0.4802,3.9233022,0
32.56458,3.7821717,2.7895997,1.1223046,1.3446,3.7989314,2
22.6018,2.6543267,1.8232002,1.0498346,1.1982,4.0155277,2
28.778788,3.3253443,2.6707993,0.41120085,0.4608,4.3983555,1
77.845695,8.794449,2.3463988,0.42123598,0.4822,4.3067985,1
54.9211,6.1831455,2.6744018,1.1820407,1.371,4.4971275,2
3.80956,0.44564262,-0.2816001,0.45468482,0.54,3.1951182,0
3.9021332,0.41600162,-0.31119984,0.40470383,0.45360002,4.221728,0
29.551147,3.374552,2.572799,0.40343735,0.4608,4.2201734,1
70.10923,7.908277,3.1960022,0.42347074,0.4882,3.9809635,1
33.357246,3.784209,2.2320023,0.40811253,0.4798,4.015488,1
83.30557,9.401706,2.6579986,0.41615576,0.4668,4.0393867,1
34.095146,3.915507,2.481198,1.126801,1.2708,4.25447,2
60.32348,6.875814,2.8251998,1.1417158,1.3074,3.8937976,2
38.794373,4.432254,2.5923996,1.1151366,1.2681999,4.845734,2
85.58981,9.687904,3.007602,1.0745182,1.1768,4.331417,2
41.06373,4.64684,2.743199,0.4038586,0.4548,4.293845,1
38.75172,4.4364243,2.4763992,0.42965436,0.485,3.6437366,1
3.7478068,0.40819135,0.3120001,0.41126472,0.4678,4.09847,0
42.625347,4.8954105,2.4623992,1.0844982,1.2196001,3.7744129,2
3.8475134,0.4229545,0.22480011,0.42710093,0.4882,4.6269517,0
5.69626,0.8748559,2.8172,0.40956292,0.4652,4.7876215,1
3.8037734,0.44300726,-0.44800004,0.43882272,0.5252,4.8155565,0
54.104053,6.1461396,3.064801,0.42422205,0.4836,4.7924037,1
44.148987,5.0353355,2.4171982,1.1808068,1.4114,3.3326838,2
3.8090868,0.44061294,0.085999966,0.4254381,0.4808,4.378633,0
30.188234,3.4634075,2.4436011,1.110516,1.2986,3.3856988,2
31.918373,3.6656294,2.3472,0.41760176,0.4674,4.3329024,1
75.65319,8.590722,2.6587982,1.1358669,1.2796,4.399785,2
48.787075,5.5585303,2.6548004,1.1014537,1.2514,3.9147825,2
27.9985,3.1839147,2.7416008,1.2019764,1.364,3.9393668,2
42.653107,4.9191236,2.685199,0.41983387,0.46899998,4.2689047,1
3.9008667,0.41661412,0.2603999,0.4184637,0.4802,4.040755,0
7.3265734,1.0759479,2.8692,0.417753,0.4602,4.00711,1
91.02903,10.285958,2.8123963,1.1066017,1.25,4.087493,2
3.78862,0.3882709,-0.44800013,0.40713942,0.46260002,4.913052,0
3.80834,0.4206782,0.35999995,0.43308145,0.49359998,4.763435,0
26.397026,3.031802,2.8104005,1.0709269,1.2674,3.664409,2
9.4337,1.2269664,2.4196,1.129023,1.253,4.732694,2
3.9394934,0.45286933,-0.05760012,0.41938114,0.4634,4.692795,0
3.7975333,0.44633025,-0.10719995,0.41318315,0.4808,3.4091287,0
3.8469067,0.47361347,0.18080005,0.42097294,0.4678,4.824644,0
64.18082,7.2882185,2.4436066,1.1186486,1.294,3.4718935,2
71.78015,8.131072,2.5727997,1.1429012,1.2768,4.060203,2
3.8108265,0.4359068,-0.04440012,0.40647438,0.489,2.782008,0
100.14684,11.363236,2.3779998,1.1287818,1.2764,4.1883116,2
3.8325534,0.41191646,-0.043600082,0.40555727,0.478,3.7955058,0
17.24212,2.0335152,2.5224,1.0876544,1.2442,3.855281,2
77.16607,8.710872,2.2220001,1.0978215,1.2748001,3.0674067,2
3.79628,0.45650363,-0.038799953,0.4163144,0.47640002,3.554142,0
48.777313,5.5587864,2.754799,0.3989857,0.4526,4.1419563,1
89.42137,10.1051655,2.8416016,1.1134241,1.2826,4.4946103,2
50.330494,5.7384195,2.4063995,0.41533476,0.4774,4.2555523,1
52.556572,5.966736,2.7820008,1.0975589,1.2409999,3.9166746,2
10.172327,1.2687858,2.4520004,1.1440207,1.2864,4.5706296,2
61.824055,7.05428,2.2235992,0.42328134,0.4732,4.238619,1
3.8746934,0.48748878,-0.0055999756,0.4156932,0.4634,4.374595,0
3.7874,0.3962875,-0.1592,0.41342095,0.4876,5.165571,0
8.7963,1.1066705,2.2459998,1.1133934,1.23,4.1886067,2
3.82408,0.45937258,0.29919997,0.42138955,0.469,4.2435317,0
69.41004,7.8140492,2.3108,1.0577748,1.1652,5.0946836,2
3.77158,0.47512287,-0.40159997,0.41014957,0.45700002,4.282326,0
62.598408,7.084615,2.6595993,0.42491862,0.4876,4.6327806,1
3.8477333,0.50567806,-0.658,0.41757518,0.4876,3.7713203,0
3.89834,0.4465812,0.154,0.4156567,0.458,4.483886,0
3.7701132,0.43761906,-0.2895999,0.4192996,0.462,4.2193284,0
32.627094,3.703326,2.1772003,0.40061978,0.4476,4.1097727,1
15.6428,1.8636717,2.7019992,0.4205499,0.466,4.3885074,1
3.90688,0.4392994,-0.41679984,0.4293444,0.4876,4.5511827,0
88.67233,10.070604,2.0112,1.130021,1.2952,3.738058,2
46.43716,5.2908154,2.5992005,1.136094,1.335,5.0629396,2
17.997526,2.110713,2.9519997,0.39948368,0.4418,4.617487,1
34.147102,3.9181516,2.7320008,0.41787276,0.4798,3.8701549,1
72.53026,8.172767,2.1103973,1.1346061,1.2768,4.0990796,2
3.7694266,0.44207683,0.5332001,0.40347034,0.459,4.023348,0
62.548893,7.050194,2.1027954,1.0811052,1.2093999,4.6390085,2
57.879585,6.566495,2.5740006,0.42399952,0.4776,3.6887972,1
90.21444,10.188176,2.3976014,1.107602,1.25,4.147394,2
87.97716,9.940749,2.568805,1.1689609,1.3172001,4.508985,2
67.12011,7.6050763,2.7056031,1.1105344,1.2602,3.7492793,2
39.54292,4.539418,2.331601,1.1072234,1.3155999,3.1061678,2
20.220547,2.408599,2.3660004,1.0892742,1.2352,4.1201434,2
77.079544,8.7292795,2.5291991,0.4181658,0.4684,4.185208,1
17.987673,2.0856895,2.2527993,1.109517,1.2442,3.7016473,2
21.1068,2.4991724,2.7444007,0.39686435,0.4554,3.805805,1
3.74572,0.44835326,9.536743e-08,0.41650257,0.462,4.400909,0
33.3332,3.8117194,2.492801,1.1253754,1.3446,3.9319744,2
15.692866,1.8813269,2.6048005,1.059388,1.1958001,4.2268543,2
7.3112335,1.1154295,2.6872,1.0899936,1.2388,3.903208,2
8.0827465,1.0664401,2.0031996,0.42230967,0.4736,4.2932305,1
49.47864,5.63401,2.668799,1.1014003,1.2218,4.6497946,2
81.70604,9.239685,2.776004,0.44124395,0.5054,3.8219452,1
11.820407,1.5493271,2.5912004,0.41400772,0.4578,4.0206733,1
83.2371,9.425978,2.4716003,1.1544441,1.285,4.7823415,2
94.09807,10.65454,2.6655974,1.0542566,1.1828,3.9890583,2
25.595926,2.9623287,2.4591994,1.0572531,1.2282,4.617608,2
87.20561,9.844938,2.5580018,1.1367087,1.3172001,3.3822505,2
47.97864,5.431776,2.2495987,0.39489117,0.4424,4.358431,1
34.866673,3.990341,2.5956008,1.1237727,1.2708,4.198736,2
12.56406,1.5463302,2.4256005,1.0547478,1.1806,4.4592566,2
40.30954,4.575711,2.413199,0.40955868,0.469,3.8867745,1
14.117407,1.7090312,2.2664,1.0819842,1.2782,3.5794532,2
3.92102,0.44572595,-0.12960005,0.41432896,0.4748,3.8872986,0
10.267687,1.2699035,2.5675998,0.4233872,0.49,4.1400747,1
21.03174,2.4161437,2.493199,1.0898765,1.2352,3.902694,2
13.331993,1.6441201,2.9000003,1.0859604,1.2782,4.0746427,2
14.07998,1.7100974,2.4492002,0.4242661,0.4788,4.4994783,1
43.397568,4.941484,2.8132005,1.1523265,1.4114,4.2352285,2
67.955086,7.71814,2.2119994,1.1102884,1.2602,3.8502014,2
19.527267,2.2586825,2.258799,0.406486,0.4564,3.8347754,1
3.85184,0.4321755,0.17599992,0.4344266,0.493,4.2519617,0
53.324535,6.049946,2.3587997,1.1534579,1.371,3.7696993,2
3.82474,0.42727295,-0.21160002,0.41234443,0.4738,4.5798597,0
3.8170533,0.4639938,0.18920021,0.43721414,0.5086,3.6352656,0
58.72246,6.6539216,2.7807999,1.1373379,1.2646,4.187592,2
3.7835667,0.41666266,-0.04519987,0.4200688,0.475,4.014288,0
73.31232,8.286274,2.3872008,0.4278842,0.475,3.9739113,1
8.065387,1.0726207,2.9844,1.0827001,1.218,4.3290596,2
24.264606,2.8235695,2.1880004,0.41028565,0.4604,4.309357,1
63.3695,7.164517,2.7084014,0.42533776,0.4876,3.616977,1
28.744234,3.3028767,2.099601,1.1959069,1.3348,4.5427637,2
3.96026,0.45055243,0.36600018,0.429766,0.4764,4.1002884,0
82.44732,9.296226,2.440799,1.1729517,1.3182,4.322032,2
3.7882466,0.41049019,0.21759996,0.41553402,0.4858,3.617267,0
36.45666,4.1402197,2.797998,1.1754951,1.3046,4.109396,2
3.73394,0.41942975,0.3304003,0.4131757,0.4864,4.348421,0
64.9612,7.3585415,2.7079988,0.41115072,0.4618,3.8026829,1
3.6675,0.41813454,-0.53999984,0.40346226,0.4472,4.244911,0
44.158695,4.9585347,2.75,0.4192114,0.4688,4.324996,1
3.8641734,0.46188098,-0.0012001991,0.41004977,0.4678,5.165519,0
3.83174,0.45927337,0.08759995,0.41866612,0.484,3.6277628,0
3.8217866,0.44999692,-0.028000068,0.4164401,0.4862,3.840168,0
52.521034,5.988822,2.8259995,0.42123365,0.4862,4.4907966,1
31.141466,3.5739577,2.628399,0.41814995,0.4674,4.652481,1
29.475813,3.363461,2.8412004,1.1695236,1.2986,4.067898,2
22.688494,2.5945382,2.2923996,0.39644048,0.4566,3.9840376,1
70.18716,7.9595046,2.6283965,1.0944146,1.2531999,4.4718604,2
3.8816867,0.47288623,-0.33999997,0.40152583,0.4618,3.5697196,0
3.8379,0.4542955,-0.60480005,0.42509818,0.469,4.41266,0
41.812,4.780831,2.7895997,1.0974488,1.2196001,4.9378304,2
58.7018,6.677605,2.7791977,0.41530088,0.4776,4.164358,1
78.65118,8.908878,2.312802,0.419374,0.4862,3.4314046,1
16.44204,1.9202683,2.456801,0.4163528,0.466,4.0474806,1
3.82306,0.41752294,-0.18840007,0.42212856,0.4648,4.49107,0
3.82278,0.412867,-0.17919998,0.39559317,0.4348,4.022511,0
55.602,6.3184133,2.2112,1.1538755,1.2772,4.3481393,2
80.17754,9.083758,2.7087982,0.42033228,0.4778,3.859671,1
26.462793,3.026229,2.8284004,0.41852972,0.4668,3.7669094,1
3.7923734,0.46137697,0.24639988,0.4174065,0.4772,4.6109357,0
98.61235,11.162653,2.6027985,1.1629466,1.3294,4.026889,2
30.341167,3.4628325,2.391198,0.40793172,0.4674,3.859504,1
59.561466,6.7382236,2.5248,1.1448969,1.273,4.307953,2
3.8055668,0.4254706,0.12279997,0.43229318,0.49359998,4.141338,0
3.86172,0.47885302,-0.16799994,0.41394004,0.4788,3.5365372,0
76.41128,8.665008,2.7572021,1.0947484,1.2796,3.165735,2
65.60822,7.4190865,2.042401,1.0469639,1.155,4.340096,2
79.41807,8.940268,2.6644044,1.0616937,1.2158,4.2729053,2
3.8124933,0.42091525,-0.1552,0.43880808,0.4902,4.120332,0
11.778533,1.4893563,2.5531998,1.1065383,1.3072,3.9165063,2
69.41269,7.814207,2.4556031,0.4244421,0.5088,3.2081358,1
66.34729,7.5125294,2.1380005,1.0893586,1.2498,4.181139,2
5.71834,0.90315527,2.7276,1.118914,1.2382,4.6074595,2
85.5604,9.686306,2.3099976,0.4210986,0.4782,3.9430811,1
3.8565266,0.41286588,0.19560003,0.4231139,0.4774,4.3209147,0
53.27614,6.046472,2.8763993,0.41952333,0.4862,3.5824082,1
3.8133867,0.46481454,0.22920008,0.41537565,0.477,4.1393642,0
3.81058,0.44650412,0.4132,0.41365957,0.462,3.7491653,0
87.14234,9.814644,3.022403,0.42787513,0.4782,4.4569535,1
3.9267135,0.4910069,0.20159988,0.4291456,0.48,4.4292583,0
37.200428,4.2697153,2.9031997,0.42163634,0.484,4.366545,1
27.17216,3.147715,2.964,1.1710864,1.364,3.6407793,2
3.8416667,0.4534475,-0.36399984,0.4122394,0.466,4.1786923,0
3.8376534,0.43195775,-0.14240007,0.40268144,0.47800002,3.084182,0
57.9355,6.6140323,3.0007997,1.1015809,1.2594,3.2321455,2
3.8477867,0.4524651,0.50719994,0.40576807,0.478,3.1928535,0
101.01933,11.375198,2.3024018,1.1224643,1.266,4.1846576,2
75.56252,8.53254,2.416803,0.41606647,0.4684,4.1681943,1
96.391335,10.866063,3.1171997,1.1259005,1.3136,4.2314277,2
3.8048267,0.46277794,0.11000004,0.42546573,0.4862,3.8279772,0
47.205288,5.3391376,2.4156005,1.1303923,1.3544,3.3960798,2
14.947853,1.8396262,2.6331997,1.0706297,1.1958001,4.827009,2
38.00598,4.337143,2.8475997,1.131747,1.3046,4.3064666,2
46.438507,5.3214154,2.3599992,0.40519017,0.4512,3.9490292,1
64.92968,7.3420105,2.2595978,1.0770942,1.294,4.7137365,2
27.949493,3.2600584,2.564801,0.4280563,0.485,3.9524734,1
3.9059067,0.46658298,-0.074400045,0.4174688,0.4716,5.020602,0
25.784813,2.946015,2.3531997,0.418755,0.4668,4.2149334,1
20.255627,2.347097,2.9215996,0.40133262,0.4438,4.5059524,1
3.8163333,0.48729578,0.18959999,0.41779694,0.4748,4.4176197,0
3.7759,0.42238092,0.01439991,0.40503365,0.44979998,4.340535,0
3.83052,0.4803474,-0.18439989,0.3972087,0.43739998,4.67057,0
41.81843,4.7472663,3.1327987,0.41169465,0.46379998,3.592622,1
3.82858,0.4354806,0.09240017,0.41853634,0.4648,4.1816487,0
81.73553,9.204445,2.4588013,1.2217692,1.3636,3.9406824,2
54.102673,6.183797,2.3247986,1.1765038,1.371,3.2975175,2
87.91754,9.94126,2.4952025,0.4203002,0.4732,4.3173466,1
68.65039,7.7667418,2.2660003,1.0636889,1.1882,4.0717144,2
19.4753,2.2776248,3.0911994,1.1036828,1.2372,4.234329,2
80.89946,9.14541,2.6507995,0.44067258,0.4934,4.8174653,1
84.799034,9.593684,2.6048005,0.40502694,0.4616,3.9657507,1
80.240326,9.100113,3.0595977,1.1193154,1.3466,4.83945,2
30.94388,3.4997332,2.672399,1.0659531,1.2006,4.213759,2
97.13808,10.997444,2.3524017,1.1294249,1.2768,4.782947,2
81.031685,9.235236,1.9791992,1.1842562,1.3636,3.5702825,2
44.929752,5.0747538,2.8531997,1.1955084,1.4114,4.7251687,2
76.286644,8.629697,1.8444,0.4165749,0.4684,3.817639,1
45.69837,5.2633595,2.3335984,0.4050587,0.4418,4.2352805,1
3.8345866,0.48921224,-0.10439978,0.4318076,0.4764,4.1466866,0
4.97494,0.85769427,2.9484,1.1197205,1.2778,3.845749,2
67.96704,7.714411,2.9088013,0.43010566,0.49400002,4.3175206,1
37.261894,4.216396,2.6248016,1.1703342,1.3046,4.120352,2
3.83058,0.458723,-0.18800001,0.42551014,0.467,4.585268,0
3.87958,0.43130198,-0.52639997,0.4083565,0.47280002,4.569407,0
3.8937466,0.47387606,0.3908001,0.40650624,0.4586,3.9575503,0
3.8498466,0.44353622,-0.20319995,0.40720746,0.4536,3.9184277,0
3.8287733,0.46241513,-0.5616002,0.42454764,0.4882,4.0950966,0
79.42284,8.974131,2.698401,0.4204853,0.4862,4.350213,1
3.8449667,0.41976488,-0.25719985,0.40954462,0.484,3.5352423,0
40.26646,4.5942216,2.3808014,1.1221167,1.3155999,4.1946974,2
3.8381267,0.43643174,0.4,0.4032768,0.4494,3.8503299,0
3.8609,0.49911186,-0.29440013,0.403306,0.4618,4.6411257,0
41.010628,4.628245,2.3796005,1.0797236,1.2114,4.2135687,2
23.344233,2.6862402,2.5404,1.080479,1.245,4.9824533,2
3.87928,0.47503042,-0.53519976,0.39604658,0.4438,4.5023603,0
3.8891933,0.50375175,-0.29720002,0.4075686,0.459,4.319661,0
47.976715,5.4691706,2.6003997,1.149252,1.3544,3.476477,2
49.560047,5.619952,2.8571992,0.40752733,0.4612,4.262013,1
99.43119,11.221814,2.298404,1.1357677,1.2764,4.348571,2
25.055834,2.888462,2.4495995,0.40694392,0.466,3.4532053,1
73.278946,8.293528,2.8087983,1.1425513,1.2824,3.6445956,2
93.29624,10.552882,2.9303985,1.1095557,1.3298,4.048634,2
24.866287,2.8838708,2.8491998,1.110574,1.3105999,3.4955838,2
3.8184266,0.42771336,-0.0776001,0.4151292,0.4858,3.4560518,0
3.8079066,0.42462614,-0.25840005,0.41146266,0.4618,4.8471127,0
55.70706,6.3495636,2.4487977,0.42150792,0.47079998,3.9726925,1
67.17171,7.581462,3.1740022,0.44100276,0.51060003,3.4859765,1
102.49996,11.521162,1.9528015,1.1196458,1.2848,4.0326195,2
65.7077,7.419941,2.5451996,0.42277107,0.47980002,4.6807346,1
51.753025,5.8533964,2.3175995,0.42229766,0.48139998,3.647237,1
3.9099133,0.45893323,-0.34640008,0.396044,0.4494,4.245787,0
3.8007734,0.47687665,0.074400045,0.4113845,0.4536,4.296691,0
18.658487,2.1753342,2.146,1.125704,1.2372,4.0915637,2
31.755507,3.6423547,3.1131997,1.0544279,1.2006,4.7264757,2
3.78952,0.48392484,0.17880002,0.4180046,0.48479998,3.6263084,0
78.620926,8.882985,2.5527985,1.1130376,1.3408,3.0661824,2
44.969933,5.080162,2.8436005,0.41496578,0.4688,4.228295,1
50.244694,5.66354,2.6035995,1.1266743,1.281,4.53176,2
68.724144,7.816964,2.3580017,0.4343299,0.5088,3.849616,1
63.326668,7.19105,3.1388001,1.1224048,1.294,3.867804,2
35.699646,4.098448,2.7296004,1.1520507,1.2812,4.207951,2
74.84588,8.439939,2.638797,1.1604869,1.265,4.61408,2
36.403732,4.145322,3.1228013,0.4149244,0.484,4.2901397,1
21.919754,2.5784934,2.2392006,0.3942061,0.4554,3.9401329,1
37.94066,4.3488107,2.8924012,0.41902396,0.4708,4.2598653,1
3.7596467,0.42420876,-0.07999992,0.42810303,0.4902,3.3967514,0
3.8597133,0.50345653,0.51799995,0.40643817,0.459,3.5452597,0
91.77336,10.373499,2.5484009,1.157729,1.341,4.2320356,2
86.3704,9.783332,2.5696015,0.42101812,0.4782,4.0004983,1
14.86,1.8270277,2.3400006,0.42452306,0.4788,4.6858315,1
103.12861,11.704335,1.968396,1.125993,1.2972,3.2536755,2
3.7530668,0.4148979,-0.075199984,0.4155779,0.48479998,4.2672286,0
66.398994,7.4947104,2.601602,0.44298393,0.51060003,3.9647417,1
3.74242,0.39707804,0.62200004,0.40914783,0.4528,4.287907,0
3.8095798,0.44645026,-0.51879996,0.4219396,0.475,3.9577458,0
45.689674,5.2125316,2.236798,1.116077,1.255,3.8424768,2
3.8595066,0.48248446,-0.18759994,0.42606738,0.4806,3.883447,0
